X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,y
6,9,7,-7,-5,18,12,-9,-8,8,4,7,-9,13,9,-2,1
9,12,9,-18,3,8,-2,4,-16,-4,1,5,-9,-14,2,6,1
13,13,11,-18,5,12,-2,5,-12,-3,3,2,-3,-14,2,5,1
15,14,13,-17,8,15,-2,5,-7,-1,5,-1,3,-13,4,2,1
15,15,15,-15,10,18,-3,5,-2,1,7,-3,8,-11,5,0,1
13,16,16,-12,13,19,-3,4,3,1,8,-5,12,-10,6,-1,1
11,17,16,-10,14,19,-3,4,7,1,8,-5,15,-9,7,-3,1
10,19,16,-9,15,20,-2,3,9,-1,9,-5,16,-7,8,-4,1
7,20,16,-7,15,19,-1,4,9,-3,11,-4,15,-5,10,-6,1
4,22,16,-6,16,15,0,5,7,-5,14,-2,13,-2,11,-7,1
1,23,16,-4,17,11,1,6,4,-6,18,1,11,1,13,-7,1
-1,23,17,-3,19,6,2,8,2,-7,23,3,10,3,15,-8,1
0,22,17,-2,22,3,3,9,2,-8,27,4,11,6,18,-9,1
3,21,17,-1,25,1,4,10,4,-8,31,5,14,8,21,-10,1
7,18,17,2,27,-1,5,11,7,-8,34,4,17,9,24,-12,1
9,14,17,3,27,-2,5,12,10,-9,37,3,18,10,26,-13,1
10,10,16,5,26,-3,6,13,12,-10,40,-1,17,12,27,-16,1
9,7,17,6,23,-3,7,12,13,-12,42,-4,15,15,27,-18,1
7,5,17,6,19,-3,8,11,14,-14,44,-7,12,18,25,-18,1
4,3,18,6,16,-4,8,10,14,-16,44,-9,10,19,23,-18,1
-3,5,21,2,11,1,11,2,10,-7,36,-9,5,20,11,-5,1
1,7,21,-2,12,4,12,-1,7,-1,33,-11,4,20,9,-4,1
5,10,20,-5,14,6,12,-3,4,5,31,-14,2,19,8,-4,1
8,13,20,-9,16,8,11,-4,1,10,28,-19,1,17,7,-4,1
10,16,19,-14,18,10,9,-5,0,16,26,-22,2,16,7,-5,1
12,19,19,-18,19,12,6,-6,0,20,24,-26,4,13,6,-6,1
12,21,18,-21,21,11,4,-6,1,23,21,-27,6,11,6,-6,1
11,21,18,-22,22,10,2,-5,2,24,20,-28,10,9,6,-6,1
9,21,17,-21,22,8,1,-4,3,23,18,-26,13,6,5,-6,1
8,21,16,-19,21,7,1,-2,4,21,17,-23,15,5,5,-5,1
7,19,15,-17,20,6,1,-1,4,18,17,-19,15,4,5,-4,1
7,18,14,-14,19,5,1,-1,2,16,18,-16,13,5,6,-4,1
8,16,14,-12,19,6,2,-1,1,14,20,-12,11,8,7,-4,1
9,14,14,-10,19,7,3,-2,-1,14,22,-10,10,12,7,-3,1
9,11,14,-8,19,8,3,-4,-1,16,23,-9,10,15,7,-3,1
8,8,15,-6,18,10,3,-6,0,18,23,-8,11,18,7,-3,1
7,5,15,-4,16,11,4,-7,2,21,21,-7,13,20,7,-3,1
7,1,16,-2,14,11,4,-8,4,23,19,-7,14,20,7,-3,1
8,-2,16,-1,14,11,5,-9,4,24,17,-7,15,19,9,-3,1
9,-4,15,0,13,11,5,-10,4,24,15,-6,14,18,10,-4,1
9,-5,14,1,13,10,6,-10,3,23,14,-4,11,18,12,-5,1
9,-6,13,3,12,9,7,-10,1,21,13,0,8,19,14,-7,1
7,-6,11,6,11,7,9,-10,-1,20,12,4,6,20,17,-8,1
5,-6,9,9,9,5,12,-9,-2,19,11,9,5,22,19,-9,1
1,-8,8,13,6,3,13,-7,-4,19,9,14,3,23,22,-10,1
-3,-10,7,17,2,1,14,-6,-5,17,7,19,2,23,24,-11,1
-6,-14,-3,-8,-14,9,-19,-5,17,3,-10,-11,-2,3,4,-6,1
5,-10,-2,-11,-6,14,-17,-7,19,5,-10,-16,0,3,-1,-5,1
14,-7,1,-12,0,19,-14,-9,18,7,-9,-20,1,3,-5,-2,1
19,-3,3,-11,5,22,-9,-11,15,10,-5,-22,1,4,-8,0,1
21,0,5,-9,8,24,-5,-11,11,12,-1,-24,3,4,-10,2,1
21,3,6,-7,10,23,0,-12,8,15,3,-24,6,4,-12,5,1
20,4,6,-5,11,22,4,-12,7,16,6,-24,8,4,-14,6,1
18,4,7,-4,10,19,8,-12,5,17,7,-24,8,4,-14,7,1
14,2,8,-2,6,15,11,-11,5,18,7,-24,8,4,-14,7,1
9,-1,9,0,1,11,15,-10,4,18,5,-23,7,4,-12,6,1
4,-6,10,3,-4,6,18,-9,5,17,3,-22,6,4,-11,4,1
-1,-10,11,5,-10,1,20,-8,6,16,1,-22,6,5,-11,1,1
-5,-14,11,6,-14,-3,21,-6,7,14,-1,-21,6,7,-11,-3,1
-9,-15,10,5,-18,-6,19,-5,7,12,-3,-20,6,9,-12,-6,1
-32,-16,-9,-8,-24,-7,-27,-7,-19,-3,-7,-2,-7,-3,-5,-16,1
-33,-16,-9,-2,-21,-5,-28,-6,-21,-4,-6,2,-9,-6,1,-13,1
-30,-16,-8,3,-18,-2,-26,-5,-21,-3,-6,6,-11,-8,6,-11,1
-26,-15,-6,8,-14,3,-23,-5,-18,-3,-5,10,-10,-8,11,-10,1
-20,-14,-4,11,-12,8,-18,-4,-15,-2,-5,13,-9,-8,16,-8,1
26,-18,9,-8,-3,6,13,-7,18,3,-10,-11,15,14,-20,-8,1
26,-22,7,-11,-4,3,9,-8,18,0,-11,-14,15,11,-25,-7,1
25,-27,6,-15,-6,1,3,-9,16,-3,-13,-15,14,6,-29,-7,1
-5,-29,1,-32,-22,-7,-20,-15,-14,-25,-25,-7,-26,-29,-17,0,1
-9,-15,-10,10,-15,3,-6,-7,0,-7,-17,9,0,8,-14,-9,1
-10,0,-17,11,-4,-11,1,-1,-2,-4,-4,2,-1,-10,-8,11,1
-7,5,-16,9,-4,-5,1,-1,1,-4,-5,2,-2,-8,-8,10,1
-3,10,-15,8,-3,2,3,-1,3,-5,-6,3,-2,-7,-6,10,1
1,16,-14,7,-2,6,6,1,4,-5,-7,6,-1,-6,-4,9,1
5,22,-12,7,1,9,10,3,4,-6,-7,9,-2,-6,-2,9,1
9,27,-11,7,3,9,15,4,4,-7,-7,11,-3,-6,1,8,1
11,31,-9,6,5,9,20,6,3,-8,-4,11,-5,-5,4,8,1
18,31,0,3,13,1,31,6,10,-1,26,-12,-7,9,18,4,1
18,27,3,3,13,-1,31,7,13,2,30,-17,-5,11,19,2,1
17,23,5,4,13,-3,31,7,15,3,32,-20,-2,11,20,-1,1
13,20,7,4,11,-5,31,6,16,3,31,-21,1,11,21,-4,1
9,18,10,3,10,-7,31,6,16,3,29,-21,3,9,22,-6,1
4,18,12,2,8,-8,31,5,16,1,26,-19,4,7,22,-8,1
0,19,14,-1,6,-9,31,4,16,0,22,-16,5,4,23,-10,1
-3,19,15,-3,5,-11,31,3,14,-1,19,-14,6,1,23,-11,1
1,14,9,6,6,-15,37,1,8,-1,23,-1,5,4,39,-19,1
3,13,7,9,7,-12,37,0,8,-1,23,2,5,7,40,-20,1
6,10,5,12,7,-9,35,0,9,-2,21,5,6,9,39,-20,1
10,7,1,14,8,-8,31,0,10,-1,17,8,9,10,36,-21,1
13,3,-5,15,7,-7,25,0,13,-1,10,9,12,9,31,-21,1
15,-3,-12,15,5,-8,17,1,16,-1,2,10,16,7,26,-20,1
14,-7,-21,14,2,-9,7,2,18,0,-7,10,17,3,19,-19,1
12,-10,-29,13,-3,-10,-4,3,19,-1,-16,10,16,0,12,-16,1
7,-12,-36,13,-6,-11,-15,4,18,-2,-25,9,12,-2,4,-14,1
2,-13,-43,14,-8,-11,-24,4,16,-4,-33,10,7,-4,-4,-10,1
-1,-12,-48,16,-8,-11,-30,5,13,-7,-40,11,1,-6,-11,-6,1
-2,-9,-50,18,-6,-10,-33,6,10,-9,-45,13,-4,-9,-16,-2,1
-2,-6,-51,21,-3,-9,-32,6,7,-11,-48,16,-8,-11,-18,2,1
-1,-2,-50,23,0,-7,-28,6,5,-12,-50,18,-11,-13,-19,5,1
-2,1,-47,26,2,-6,-23,6,4,-13,-50,21,-12,-14,-19,8,1
-2,4,-43,28,2,-4,-18,6,4,-13,-49,24,-12,-13,-18,10,1
-3,7,-39,28,2,-1,-13,5,6,-14,-47,26,-11,-12,-17,11,1
-4,9,-33,27,1,2,-7,4,8,-15,-43,27,-10,-11,-15,12,1
-5,12,-26,24,-1,5,-1,2,10,-16,-39,26,-9,-11,-12,12,1
-5,15,-18,20,-1,8,5,-1,12,-18,-35,23,-9,-11,-10,12,1
-4,17,-10,14,0,11,10,-4,13,-20,-30,19,-9,-13,-8,12,1
-3,19,-2,7,2,13,15,-8,14,-22,-25,13,-9,-14,-6,11,1
13,21,21,-16,12,22,28,-23,22,-22,-4,-5,-2,-7,-1,0,1
17,22,25,-17,15,24,33,-25,23,-20,2,-8,1,-3,2,-3,1
20,23,30,-16,18,26,38,-25,25,-16,8,-12,4,3,5,-5,1
22,25,34,-16,19,28,42,-24,26,-10,15,-17,7,7,7,-8,1
23,27,37,-17,19,31,46,-23,28,-4,22,-25,9,11,9,-9,1
24,30,41,-18,18,32,49,-22,30,2,28,-34,12,15,10,-11,1
26,33,43,-21,18,33,51,-21,32,8,34,-44,14,17,11,-13,1
28,35,44,-24,17,33,54,-21,34,13,38,-53,14,19,12,-14,1
32,37,43,-27,17,33,55,-20,35,17,41,-60,14,21,13,-14,1
36,39,43,-31,17,34,56,-20,35,21,44,-65,13,22,14,-16,1
40,42,42,-35,17,35,56,-19,35,26,45,-69,13,24,16,-17,1
45,45,42,-40,19,36,55,-17,35,31,46,-72,15,27,17,-18,1
50,47,41,-45,20,36,53,-16,35,36,46,-73,17,29,18,-19,1
54,49,39,-49,21,36,51,-14,33,40,46,-72,18,31,19,-21,1
57,50,36,-51,23,35,47,-13,30,41,45,-69,17,32,20,-22,1
58,49,33,-52,24,33,42,-12,26,41,45,-64,14,33,22,-22,1
59,47,30,-53,26,32,37,-11,23,38,44,-58,12,34,22,-22,1
59,45,28,-52,27,30,32,-10,21,36,43,-53,11,35,23,-21,1
59,42,26,-52,29,29,27,-9,22,34,43,-50,11,36,23,-21,1
60,40,25,-51,31,27,23,-8,25,32,42,-49,13,36,23,-22,1
60,38,23,-50,32,25,21,-7,29,32,42,-51,16,36,22,-22,1
58,36,22,-48,32,22,19,-6,32,32,41,-53,18,35,21,-23,1
56,33,20,-45,31,20,18,-4,34,32,39,-56,18,34,20,-23,1
54,30,18,-42,28,18,17,-3,36,30,38,-57,18,32,18,-22,1
52,27,17,-39,27,17,17,-3,38,26,37,-58,17,31,16,-21,1
50,24,16,-35,26,15,16,-2,37,22,36,-56,17,29,14,-20,1
47,21,16,-32,25,12,16,-2,35,17,35,-52,14,27,13,-19,1
43,18,16,-28,23,12,16,-1,33,13,34,-46,11,26,13,-18,1
40,16,16,-24,21,13,15,-1,30,9,33,-40,8,26,14,-16,1
37,14,16,-22,19,14,14,-1,27,7,33,-33,5,26,16,-15,1
35,13,16,-20,18,14,12,-1,24,5,33,-28,3,26,18,-14,1
34,11,15,-19,18,13,11,-1,21,4,32,-23,2,26,18,-14,1
33,9,14,-18,18,11,9,-1,19,3,32,-20,3,26,18,-13,1
33,5,11,-15,18,8,7,1,17,4,31,-18,4,26,17,-13,1
31,2,9,-12,18,5,4,3,15,4,29,-17,4,26,15,-14,1
27,-2,6,-7,16,2,1,5,15,4,27,-16,5,25,14,-14,1
22,-6,3,-2,12,0,-4,8,16,4,25,-16,6,25,12,-15,1
15,-8,0,4,9,-1,-8,10,17,3,24,-16,7,25,11,-16,1
9,-9,-3,8,5,-1,-11,12,17,2,23,-17,8,24,10,-16,1
4,-8,-4,10,3,-1,-13,14,17,1,22,-17,7,22,9,-16,1
2,-6,-5,10,2,-1,-14,14,15,1,20,-17,5,18,9,-14,1
1,-3,-6,8,3,-2,-14,13,11,0,18,-17,3,14,8,-12,1
0,1,-6,5,4,-3,-13,12,6,0,15,-16,-1,9,6,-9,1
0,3,-6,2,5,-4,-12,10,2,-1,13,-15,-4,5,4,-6,1
1,4,-5,-2,6,-4,-11,8,-2,-2,10,-14,-8,3,0,-3,1
3,4,-4,-4,7,-3,-12,6,-4,-2,8,-13,-10,2,-3,1,1
5,3,-4,-5,9,-1,-13,5,-5,-2,4,-12,-12,0,-6,3,1
6,2,-4,-5,9,0,-14,4,-4,-2,0,-11,-12,-2,-8,5,1
6,-1,-5,-3,9,0,-15,3,-4,-1,-5,-8,-10,-5,-10,7,1
5,-4,-7,1,8,-2,-15,3,-4,-1,-10,-3,-8,-7,-11,8,1
4,-7,-9,5,7,-4,-13,4,-5,-1,-15,3,-6,-8,-13,9,1
3,-10,-10,9,6,-7,-11,4,-4,-2,-19,9,-4,-8,-15,10,1
2,-13,-10,14,6,-8,-8,4,-2,-3,-24,15,-1,-7,-17,11,1
1,-16,-10,18,5,-9,-6,4,0,-5,-29,21,1,-7,-18,11,1
-3,-19,-10,21,3,-10,-6,3,1,-7,-34,27,2,-7,-20,12,1
-7,-22,-11,25,-1,-10,-7,4,2,-10,-38,33,3,-8,-21,13,1
-13,-25,-12,28,-6,-10,-10,4,2,-13,-42,38,2,-10,-22,14,1
-18,-28,-14,30,-12,-10,-13,4,2,-16,-45,40,1,-11,-24,15,1
-22,-30,-16,32,-18,-9,-16,5,2,-19,-46,41,-1,-11,-25,16,1
-25,-31,-19,32,-22,-8,-17,6,2,-21,-47,39,-4,-12,-27,16,1
-25,-30,-21,30,-26,-9,-18,7,2,-21,-47,36,-7,-12,-27,17,1
-24,-28,-22,27,-27,-9,-19,7,1,-20,-47,32,-10,-13,-27,16,1
-21,-26,-23,22,-26,-10,-20,8,2,-18,-47,27,-11,-14,-27,16,1
-16,-23,-24,17,-23,-9,-22,8,4,-17,-46,22,-12,-14,-26,15,1
-9,-21,-24,11,-20,-7,-25,8,7,-16,-44,17,-12,-13,-25,14,1
-2,-19,-24,5,-15,-5,-28,8,10,-15,-41,12,-10,-11,-24,12,1
6,-17,-25,-1,-10,-5,-30,7,13,-13,-38,8,-9,-9,-24,11,1
11,-15,-25,-5,-7,-4,-31,7,16,-12,-36,4,-6,-7,-24,10,1
14,-11,-26,-8,-6,-3,-31,7,20,-11,-33,1,-4,-5,-24,9,1
14,-8,-25,-11,-6,-1,-31,7,23,-10,-30,-2,-1,-3,-24,9,1
12,-4,-25,-12,-7,2,-30,7,23,-8,-27,-4,0,-2,-23,8,1
8,0,-23,-14,-9,4,-30,6,20,-6,-25,-5,0,-2,-23,8,1
2,4,-21,-14,-11,6,-30,6,15,-2,-23,-6,-1,-3,-22,8,1
-4,7,-18,-15,-13,8,-30,5,7,2,-22,-6,-3,-4,-21,9,1
-10,10,-16,-15,-14,10,-29,4,0,6,-21,-6,-6,-7,-20,11,1
-13,13,-13,-15,-15,11,-27,3,-7,9,-21,-6,-9,-10,-19,13,1
-14,15,-11,-15,-16,12,-25,2,-11,11,-21,-5,-11,-13,-18,16,1
-14,16,-11,-15,-15,12,-23,1,-14,11,-21,-4,-13,-17,-17,19,1
-13,15,-11,-14,-14,11,-21,1,-16,10,-21,-3,-13,-21,-17,21,1
-16,6,-15,2,-11,4,-19,3,-11,9,-28,-1,-4,-26,-23,22,1
-18,3,-16,7,-11,0,-18,5,-10,11,-30,-2,-1,-24,-25,20,1
-20,1,-16,10,-12,-3,-17,6,-9,15,-30,-4,3,-20,-27,16,1
-22,-1,-16,11,-14,-6,-16,8,-8,19,-29,-5,7,-14,-28,12,1
-25,-1,-14,12,-16,-7,-16,10,-7,22,-27,-7,10,-10,-28,8,1
-29,-1,-12,13,-18,-7,-16,12,-7,23,-24,-7,13,-5,-26,3,1
-32,-1,-10,13,-20,-7,-17,14,-6,24,-21,-7,14,0,-23,-1,1
-14,13,7,12,-5,14,3,5,-12,5,-16,6,-2,-7,-10,2,1
-15,12,5,10,-5,11,2,5,-13,5,-19,4,-4,-8,-13,2,1
-15,11,3,10,-5,8,0,6,-14,5,-21,3,-4,-9,-16,1,1
-15,8,1,10,-5,5,-2,6,-16,4,-22,5,-3,-10,-18,1,1
-15,5,-1,11,-6,2,-4,7,-17,2,-23,8,-3,-10,-19,2,1
-16,1,-2,12,-8,0,-5,8,-18,0,-23,11,-4,-10,-19,2,1
-16,-4,-3,14,-10,-2,-5,9,-19,-3,-22,14,-6,-10,-18,3,1
-14,-8,-3,16,-11,-3,-4,9,-19,-6,-21,16,-8,-9,-17,3,1
-11,-12,-3,17,-12,-2,-3,8,-16,-9,-18,17,-10,-6,-14,4,1
-10,-13,-1,16,-13,1,-3,7,-12,-10,-18,16,-10,-4,-13,4,1
-9,-13,1,13,-14,4,-4,6,-6,-10,-17,14,-10,-1,-12,3,1
-9,-13,3,9,-16,6,-5,5,-1,-10,-17,12,-10,1,-10,2,1
9,18,9,-10,12,12,-3,5,-5,5,5,-1,-10,4,10,0,1
8,21,8,-11,14,13,-5,4,-9,6,6,-3,-11,2,9,1,1
12,9,5,-8,12,6,0,-1,-4,9,6,-4,-8,9,9,-4,1
11,11,6,-8,11,7,3,0,-2,13,9,-6,-5,12,10,-5,1
9,14,8,-8,9,8,6,0,0,17,12,-10,-2,16,10,-6,1
7,17,9,-8,7,11,8,-1,1,20,15,-13,1,19,10,-7,1
7,19,10,-10,5,14,9,-2,2,22,18,-18,3,22,9,-10,1
7,21,11,-11,5,17,9,-2,2,23,21,-22,4,24,8,-12,1
7,22,11,-12,5,19,7,-3,1,24,22,-25,5,24,7,-13,1
8,21,11,-13,6,19,5,-2,0,24,23,-26,6,23,5,-14,1
9,19,11,-12,7,18,3,-2,-2,22,21,-26,5,21,3,-13,1
10,14,10,-11,6,16,1,-1,-4,20,19,-24,4,18,0,-11,1
11,9,9,-10,5,13,0,0,-5,16,16,-21,2,16,-2,-9,1
10,5,8,-10,3,10,-1,0,-6,12,13,-18,-1,13,-3,-8,1
7,1,7,-10,-1,8,-1,-1,-8,8,10,-16,-4,10,-4,-8,1
4,-2,6,-10,-5,5,-2,-1,-10,4,7,-14,-7,7,-5,-9,1
2,-6,8,-14,-9,7,2,-10,-7,-11,-5,12,-6,-5,-1,2,1
3,-5,7,-16,-8,8,0,-11,-5,-8,-3,8,-3,-2,-1,-2,1
5,-4,7,-17,-7,10,-2,-10,-2,-4,0,4,1,2,0,-5,1
7,-3,7,-16,-3,13,-5,-10,0,0,4,2,4,7,2,-8,1
9,-1,7,-14,1,16,-7,-9,0,3,7,1,5,11,5,-9,1
11,1,7,-12,5,18,-8,-8,0,6,10,1,5,14,8,-10,1
11,3,7,-11,8,17,-7,-7,-1,8,12,1,5,16,10,-11,1
11,5,6,-11,10,16,-7,-7,-1,10,12,0,6,17,10,-11,1
12,6,5,-13,10,13,-5,-7,1,13,12,-2,8,18,9,-11,1
12,8,5,-15,9,11,-3,-7,3,17,11,-4,12,19,7,-10,1
12,10,4,-18,9,8,-1,-8,6,19,10,-6,16,20,4,-10,1
12,11,4,-20,8,7,1,-8,9,21,10,-7,20,21,2,-10,1
10,13,4,-21,8,6,2,-9,10,20,9,-8,21,21,0,-10,1
8,14,4,-22,6,6,2,-9,9,19,9,-8,20,20,-2,-9,1
4,14,4,-22,4,6,1,-9,7,17,8,-7,17,18,-3,-8,1
1,14,5,-21,1,6,-1,-8,5,14,6,-6,15,17,-4,-8,1
-3,12,5,-20,-1,6,-3,-8,4,13,3,-5,14,14,-5,-7,1
-6,9,6,-18,-3,6,-4,-8,4,11,1,-4,14,11,-7,-6,1
-9,6,6,-15,-5,6,-5,-8,3,10,-1,-3,14,8,-8,-5,1
-12,4,6,-12,-6,5,-5,-8,2,9,-3,-1,14,5,-8,-4,1
-13,1,6,-10,-7,4,-5,-9,1,7,-5,1,13,1,-8,-3,1
-14,-2,5,-7,-8,3,-5,-9,-1,5,-6,3,12,-2,-7,-1,1
-15,-4,3,-5,-8,0,-4,-9,-1,3,-7,4,9,-5,-6,1,1
-21,-9,-7,-8,-15,-14,-13,-3,13,-12,-7,-16,6,-16,-16,2,1
-19,-8,-7,-11,-12,-13,-17,-3,15,-11,-6,-19,9,-14,-17,1,1
-14,-5,-7,-13,-6,-12,-19,-2,16,-8,-3,-21,12,-11,-17,0,1
-9,-2,-7,-14,0,-11,-20,-2,16,-3,-1,-21,14,-8,-15,-1,1
-2,1,-8,-15,7,-9,-19,-2,15,1,2,-20,16,-4,-12,-2,1
5,4,-8,-15,13,-6,-19,-2,15,4,4,-19,16,0,-10,-2,1
12,7,-8,-15,17,-1,-19,-2,14,6,5,-18,16,3,-8,-2,1
17,9,-8,-15,20,5,-20,-2,13,7,6,-16,14,5,-7,-2,1
19,11,-7,-15,22,10,-21,-3,12,7,7,-15,12,6,-6,-2,1
19,13,-5,-16,22,14,-20,-3,10,7,8,-14,9,6,-5,-1,1
18,15,-2,-16,21,14,-18,-4,6,7,9,-13,5,6,-2,-1,1
14,16,1,-17,18,13,-14,-3,3,7,10,-13,2,5,1,0,1
9,17,4,-17,14,10,-9,-3,0,7,12,-12,-1,4,3,0,1
4,16,7,-16,11,6,-5,-1,-2,6,15,-11,-1,4,5,1,1
0,12,10,-14,7,1,-1,1,-4,5,18,-9,-1,4,6,0,1
-2,8,12,-13,4,-3,1,3,-6,4,21,-7,0,4,8,0,1
-3,3,13,-10,1,-5,2,5,-9,2,23,-4,-1,5,9,-1,1
-18,4,8,16,9,-2,4,-1,-4,0,18,3,0,7,16,-6,1
6,-9,-10,4,13,-17,-4,0,-2,-9,-1,-21,-8,-9,-16,0,1
11,-7,-12,3,15,-14,-4,-2,-4,-8,-3,-21,-10,-10,-18,2,1
17,-4,-13,2,18,-9,-4,-3,-4,-5,-6,-20,-10,-11,-18,4,1
22,0,-13,0,20,-3,-4,-5,-3,-2,-8,-18,-9,-11,-18,6,1
25,4,-13,-1,23,4,-5,-7,-2,1,-10,-15,-9,-10,-17,8,1
27,8,-12,0,26,11,-5,-9,-3,3,-12,-11,-9,-10,-14,10,1
26,12,-10,2,27,17,-5,-10,-6,4,-13,-6,-10,-10,-12,11,1
23,16,-8,4,28,21,-3,-10,-9,5,-12,0,-10,-10,-8,12,1
20,19,-5,6,27,25,-1,-11,-11,6,-10,4,-10,-8,-5,12,1
16,24,2,12,25,31,7,-10,-10,10,-4,8,-8,-1,1,11,1
14,26,3,14,24,31,11,-8,-8,11,-2,8,-6,2,4,10,1
13,26,4,18,24,31,13,-7,-6,12,0,8,-5,5,5,9,1
14,25,3,20,24,28,15,-6,-3,12,1,8,-4,7,7,7,1
16,22,1,20,24,26,15,-5,0,10,1,7,-5,9,8,6,1
9,26,8,17,30,22,14,-6,3,7,6,13,-5,16,16,1,1
7,28,9,16,30,23,14,-6,3,8,5,12,-4,16,16,0,1
5,28,9,15,30,21,12,-6,2,8,3,10,-3,16,13,-2,1
2,26,8,14,28,18,9,-5,1,8,0,7,-3,15,10,-5,1
-2,22,7,12,24,14,6,-4,-1,8,-2,4,-3,14,7,-8,1
-5,18,7,11,20,9,3,-3,-3,8,-4,2,-3,12,4,-11,1
-8,12,7,9,16,4,3,-1,-5,7,-5,0,-4,11,3,-13,1
-9,7,7,8,11,-1,3,-1,-7,7,-6,-1,-4,9,3,-14,1
-9,3,7,7,9,-5,4,0,-6,8,-8,-2,-4,8,3,-14,1
-7,-1,7,7,8,-7,5,0,-4,10,-10,-2,-2,8,3,-13,1
-4,-2,6,7,7,-8,7,1,-2,13,-11,-2,0,9,2,-12,1
-1,-2,4,6,6,-9,9,1,-1,16,-13,-1,2,9,1,-11,1
1,-2,3,6,5,-9,11,1,-1,17,-14,0,4,10,-2,-9,1
2,-2,2,5,3,-8,12,0,-3,15,-14,2,4,8,-5,-8,1
2,-2,2,5,2,-6,12,0,-4,12,-15,4,4,6,-7,-6,1
2,-2,4,4,1,-3,10,-1,-3,7,-16,6,5,4,-9,-5,1
2,-1,5,3,1,1,8,-1,-3,3,-16,9,5,2,-11,-3,1
1,0,7,3,1,3,8,-1,-3,-2,-15,11,4,2,-13,-2,1
1,2,8,3,1,5,8,-1,-3,-6,-13,14,3,2,-13,0,1
2,3,8,4,3,5,9,0,-5,-8,-12,17,2,2,-12,1,1
3,3,7,7,4,6,10,1,-6,-9,-10,20,1,1,-11,3,1
-13,2,-17,13,7,-5,-22,4,-17,-3,-15,15,4,-22,-3,1,1
8,15,-1,-17,9,-13,6,4,11,3,-1,-19,3,-15,5,2,1
9,15,2,-20,10,-11,5,3,11,5,5,-23,5,-11,6,-1,1
10,17,6,-25,10,-9,5,2,11,8,12,-29,6,-7,8,-5,1
11,19,10,-31,10,-6,5,0,12,12,21,-37,8,-3,12,-9,1
13,21,14,-37,11,-4,5,-2,12,16,31,-45,10,1,16,-14,1
15,23,19,-42,12,-1,6,-3,12,20,41,-53,11,6,21,-18,1
16,24,23,-47,13,1,8,-4,11,23,50,-59,12,10,25,-22,1
16,26,28,-50,15,1,10,-5,10,27,55,-63,13,13,29,-25,1
15,27,32,-50,15,1,14,-6,10,31,57,-63,14,15,31,-26,1
12,28,36,-48,14,0,19,-6,10,33,55,-60,15,16,33,-25,1
8,28,37,-43,11,-1,25,-5,11,32,50,-53,15,14,33,-23,1
4,26,37,-36,7,-2,30,-4,12,28,41,-44,15,11,33,-20,1
1,24,35,-29,2,-4,35,-3,13,23,31,-33,14,7,31,-17,1
-2,20,31,-21,-2,-5,37,-1,14,16,19,-21,13,3,27,-14,1
-3,16,26,-13,-5,-7,38,1,15,9,7,-9,12,-1,22,-11,1
-2,12,20,-5,-7,-8,36,3,17,4,-4,1,12,-3,18,-9,1
-2,9,13,2,-7,-9,34,5,18,1,-12,11,13,-4,16,-8,1
-2,7,7,7,-7,-10,29,7,18,-1,-18,21,14,-4,17,-8,1
-2,5,1,12,-7,-11,23,10,16,-1,-21,27,15,-3,20,-8,1
-2,3,-5,14,-6,-12,15,13,14,-1,-21,31,15,-3,22,-9,1
-2,-1,-11,15,-7,-13,6,15,13,-1,-19,30,14,-4,22,-9,1
-2,-6,-16,15,-8,-16,-2,17,13,-2,-18,24,12,-6,19,-9,1
-1,-11,-21,15,-9,-18,-8,17,15,-4,-19,16,10,-7,12,-7,1
1,-15,-25,15,-9,-20,-12,16,19,-6,-22,7,9,-9,3,-4,1
3,-19,-28,14,-9,-20,-16,14,23,-9,-27,0,8,-13,-8,-1,1
5,-22,-31,13,-10,-19,-18,12,26,-13,-34,-4,7,-17,-18,3,1
6,-24,-33,12,-9,-19,-20,10,29,-19,-42,-4,7,-22,-27,6,1
9,-25,-34,10,-8,-18,-23,8,30,-24,-50,-3,7,-27,-34,9,1
11,-26,-34,8,-5,-18,-26,7,30,-28,-56,-1,6,-31,-40,11,1
13,-26,-33,6,-3,-17,-27,5,31,-31,-59,1,5,-33,-42,12,1
15,-26,-30,4,0,-14,-27,4,32,-32,-59,2,5,-32,-43,12,1
17,-25,-26,3,2,-12,-25,3,34,-32,-57,2,7,-30,-42,11,1
17,-24,-22,3,3,-12,-21,4,34,-31,-53,2,8,-27,-39,10,1
15,-24,-17,3,4,-13,-17,5,34,-28,-48,2,10,-24,-36,10,1
12,-23,-11,4,4,-14,-13,6,32,-24,-42,2,11,-21,-32,9,1
9,-21,-5,4,4,-16,-9,7,30,-20,-35,2,12,-17,-28,8,1
7,-19,2,3,4,-15,-4,7,27,-16,-27,0,14,-12,-25,8,1
6,-16,8,1,5,-13,1,7,25,-10,-19,-2,17,-9,-21,7,1
7,-12,14,-2,6,-10,6,5,24,-4,-11,-7,19,-6,-16,5,1
8,-7,20,-6,7,-6,12,2,23,4,-3,-13,21,-2,-11,3,1
9,-2,26,-11,8,-1,17,-1,23,10,7,-22,22,3,-6,-1,1
11,4,31,-17,9,3,21,-5,24,17,16,-31,22,8,-1,-4,1
13,9,36,-24,11,7,26,-9,24,22,25,-39,22,13,4,-7,1
16,14,39,-30,13,10,30,-13,24,26,33,-48,21,17,7,-10,1
